property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,area
house,dlf city plots phase 2,sector 25,10.0,400000.0,Plot area 250(23.23 sq.m.),12 Bedrooms,12.0,3+,"study room,servant room",4.0,North,1 to 5 Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Indusind bank cyber city metro station', 'Sikandarpur metro station', 'Shri Shiv Shakthi Mandir', 'Jain Bhawan', 'Arya Samaj Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Surgi Center Clinic', 'Kailash Nursing Home Gurgaon', 'RBS Dental Clinic', 'Cosmodentz Dental Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'Relief Physiotherapy Clinic', 'Darpan Skin & Mind Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Guardian', '98.4', 'Religare Wellness', 'Shri Balaji Medical Store', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Icici bank', 'Deutsche bank', 'Hsbc bank', 'Kotak mahindra bank', 'Axis bank', 'PVR Cinames', 'Mukesh Dhaba', 'Mc Donalds', ""McDonald's"", 'Food Court', 'The God Father', 'Cantine', 'barrique', 'American Montessori']","['24 Fan', '1 Exhaust Fan', '12 Geyser', '1 Stove', '80 Light', '20 AC', '4 Chimney', '1 Modular Kitchen', '12 Wardrobe', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal', 'Rain Water Harvesting']",250.0
flat,godrej aria3.8 ?,sector 79,1.69 Crore, 8522,Super Built up area 1983(184.23 sq.m.),3.0,3.0,2.0,,7.0,South,1 to 5 Year Old,"['Entertainland Mall', 'Delhi Jaipur Expressway', 'Jai Bharti Public School', 'Singhania University, Manesar', 'Aarvy Healthcare Hospital', 'Capital Business Park', 'ITC Grand Bharat Hotel', 'Unni Krishnan Stadium', 'Urusvati Museum Of Folklore']","['1 Wardrobe', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
flat,orchid petals4.1 ?,sector 49,2.55 Crore, 12318,Super Built up area 2070(192.31 sq.m.)Built Up area: 2060 sq.ft. (191.38 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3.0,4.0,3.0,study room,8.0,East,1 to 5 Year Old,"['Sapphire Mall', 'Omaxe City Centre', 'BigBazaar', 'Sohna Rd', 'Kinder Care Playschool', 'Kangaroo Kids Preschool', 'shiv Mandir', 'Polaris Hospital', 'Medanta Hospital', 'Artemis Hospital', 'HDFC Bank', 'Radisson Hotel', 'SRS Cinemas']","['8 Fan', '1 Exhaust Fan', '3 Geyser', '8 Light', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '4 Wardrobe', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",
flat,unitech harmony,sector 50,2.6 Crore, 9590,Super Built up area 2711(251.86 sq.m.)Built Up area: 2700 sq.ft. (250.84 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,4.0,2.0,"servant room,others",15.0,North-East,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'M3M Cosmopolitan Mall', 'Golf Course Ext Road', 'The Sylvan Trails School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Leisure Valley Park', 'Vipul Trade Centre', 'Hyatt Regency Hotel', ""Oyster's Water Park"", 'DLF Golf and Country Club', 'F9 Go Karting Gurgaon']","['3 Wardrobe', '7 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '15 Light', '3 Curtains', '4 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
flat,sobha city,sector 108,3.95 Crore, 16858,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512 sq.ft. (140.47 sq.m.),3.0,4.0,2.0,servant room,15.0,West,1 to 5 Year Old,"['Dwarka Sector 21', 'Dwarka Expressway', 'Vasant Kunj', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'IGI Airport', 'Gurgaon', 'WTC Plaza', 'Luxus Haritma Resort', 'Fun N Food WaterPark', 'BSF Golf Course', 'Nehru Stadium']","['4 Geyser', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",
house,independent,sector 9,3.2,13519.0,Plot area 263(219.9 sq.m.),3 Bedrooms,3.0,2,not available,1.0,East,10+ Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Shree Krishna Hospital Gurgaon', 'Esic Hospital Gurugram', 'Dr. Hitesh Dawar', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'Shri Multispeciality Hospital', 'Bhardwaj Hospital', 'Dr. Ashok Jain', 'Sneh Hospital Gurgaon', 'R K Hospital Gurgaon', 'Pearl Dental Clinic', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Taneja Hospital', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', 'Basai dhankot railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['3 Wardrobe', '3 Fan', '1 Exhaust Fan', '30 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Park', 'Visitor Parking', 'Low Density Society']",2367.0
house,independent,sector 39,1.8,21875.0,Plot area 900(83.61 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),1 Bedroom,1.0,2,not available,3.0,North-East,1 to 5 Year Old,"['Axis bank ATM', 'State bank of india ATM', 'Icici bank ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Dispencery', 'Sukhmani Hospital Pvt. Ltd', 'Shivam Hospital Gurgaon', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Medanta', 'Bansal Medicare and Maternity Centre', 'Ahmed Hospital Multi Speciality', 'Dayal Eye & Maternity Centre', 'Pushpanjali Hospital Gurgaon', 'Samvit Health Care', 'Pushpanjali Hospital', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Gardian Pharmacy', 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'IBP Petrol Pump', 'Bharat petroleum', 'Hdfc bank', 'Raj Restaurant', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'KFC', 'Darbar', 'Cafe Coffee Day', '32nd Milestone', 'CR Model Public School', 'Manav Rachna School', 'St. Angels Jr', 'St. Angels Sr', 'Amity Global School', 'School of Inspired Leadership SOIL', 'Delhi Public School Primary Section', 'Salvan Public School', 'Manav Rachna Swimming Pool']",,,823.0
flat,ireo victory valley4.1 ?,sector 67,3.05 Crore, 16266,Super Built up area 2385(221.57 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1875 sq.ft. (174.19 sq.m.),3.0,4.0,2.0,"study room,servant room",35.0,South-West,1 to 5 Year Old,"['AIPL Joy Street Mall', 'Golf Course Extension Road', 'Alpine Convent School', 'DPG Institute of Technology', 'CK Birla Hospital', 'Indira Gandhi International Airport', 'iON Digital Zone (Gurugram)', 'Radisson Hotel Sohna Road', 'SkyJumper Trampoline Park', 'HUDA Mini Golf Course', 'PVR Drive in Theatre']","['3 Wardrobe', '1 Water Purifier', '9 Fan', '1 Exhaust Fan', '5 Geyser', '15 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
flat,m3m woodshire4.0 ?,sector 107,90 Lac, 6588,Super Built up area 1366(126.91 sq.m.),2.0,2.0,,,14.0,,0 to 1 Year Old,"['Signum 107', 'Nora Solomon Medicenter', 'Indira Gandhi International Airport', 'The Shikshiyan School', 'Najafgarh Jheel Bird Sanctuary', 'Skylark Cricket Academy']",[],"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",
flat,milan cghs 9,sector 39,2 Crore, 8333,Built Up area: 2400 (222.97 sq.m.),3.0,3.0,,,0.0,,undefined,"['Rajiv Chowk Mosque', 'Icici bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'State bank of india ATM', 'Medanta', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Samvit Health Care', 'Sukhmani Hospital Pvt. Ltd', 'Dispencery', 'Bansal Medicare and Maternity Centre', 'Pushpanjali Hospital Gurgaon', 'Pushpanjali Hospital', 'Dayal Eye & Maternity Centre', 'Airforce Hospital', 'Ahmed Hospital Multi Speciality', 'Smile Plus Dental Clinic', 'Thakral Nursing and Maternity Home', 'Shivam Hospital Gurgaon', 'Aarvy Hospital', 'Rajendra Hospital', 'Gurgaon Election Commission', 'Road and Traffic Authority', 'Gardian Pharmacy', 'IBP Petrol Pump', 'India Oil', 'Indian Oil', 'IBP Petrol Station', 'SRS Cinemas', 'Hdfc bank', 'KFC', 'Darbar', 'Om Sweets', 'Fast food', 'Fast Food', 'Bar and restaurant', 'Raj Restaurant', 'Cafe Coffee Day', 'CR Model Public School', 'Kendriya Vidyalaya No.2 Sohna Road', 'Delhi Public School Primary Section', 'Manav Rachna School', 'Amity Global School', 'St. Angels Jr', 'Manav Rachna Swimming Pool', 'District library gurgaon']","['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,
flat,bestech park view grand spa4.3 ?,sector 81,4.2 Crore, 10000,Super Built up area 4200(390.19 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4.0,4.0,,servant room,25.0,South,1 to 5 Year Old,"['Sapphire 83 Mall', 'NH-8, IMT Manesar', 'Dwarka Expressway', ""St. Xavier's High School"", 'Spectra Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'National Tennis Academy']","['4 Wardrobe', '4 Light', '7 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",
house,independent,sector 26,26.0,82540.0,Plot area 402(336.12 sq.m.)Built Up area: 400 sq.yards (334.45 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),16 Bedrooms,16.0,3+,"servant room,study room,pooja room,store room",4.0,North-West,0 to 1 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","['1 Water Purifier', '26 Fan', '1 Exhaust Fan', '20 Geyser', '1 Stove', '21 Light', '26 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '26 Wardrobe', '1 Microwave', 'No Bed', 'No Dining Table', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Waste Disposal']",3150.0
flat,sare petioles,sector 92,1.25 Crore, 6097,Carpet area: 2050 (190.45 sq.m.),3.0,3.0,3.0,servant room,18.0,,Jul-24,"['Yadav Clinic', 'Bangali Clinic', 'Dr. J. S. Sarkar Clinic', 'Sagar Clinic', 'Vijay Petrol Pump', 'HP Petrol Pump', 'Essar Petrol Pump', 'Indian Oil']",[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",
flat,ramprastha skyz,sector 37d,1.25 Crore, 7250,Built Up area: 1725 (160.26 sq.m.),3.0,3.0,,,2.0,North-East,Jun-24,,"['5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Park']",
flat,m3m merlin3.7 ?,sector 67,2.78 Crore, 13580,Super Built up area 2047(190.17 sq.m.),3.0,3.0,,pooja room,4.0,South-West,1 to 5 Year Old,"['Airia Mall', 'Golf Course Extension Road', 'Alpine Convent School', 'DPG Institute of Technology', 'MKD Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'SkyJumper Trampoline Park', 'DLF Golf and Country Club', 'PVR Drive in Theatre']","['4 Wardrobe', '5 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '16 Light', '1 Chimney', '1 Curtains', '1 Modular Kitchen', '5 AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
flat,emaar mgf palm studios,sector 66,1.45 Crore, 14795,Super Built up area 1188(110.37 sq.m.)Carpet area: 980 sq.ft. (91.04 sq.m.),2.0,2.0,3.0,,3.0,East,1 to 5 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Ekta Hospital', 'Sai Heart and Trauma Center', 'Sanjeevani Hospital Gurgaon', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sai Dharamraj Hospital', 'Divine Look Clinic Centre', 'Skin Clinic', 'Gobind Hospital', 'Kamal Hospital and Maternity Centre', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Bones Clinic - Orthopaedics', 'Neelkanth Health Care', 'Vishesh Dental', 'Park Hospital Gurgaon', 'Vatsalya Clinic', 'Meher Clinic', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Kore Tech Park', 'Hdfc bank', 'Indusind bank', 'Central bank of india', 'Union bank of india', 'State bank of india', 'Icici bank', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'SRS Cinemas', 'Starbucks', 'Nook', ""Nirula's"", ""Domino's Pizza"", 'India', 'Madison and Pike', 'Haldiram', 'Kamla International']","['2 Wardrobe', '4 Fan', '3 Geyser', '5 Light', '4 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",
house,suncity essel towers4.2 ?,sector 28,8.95,17900.0,Plot area 5000(464.52 sq.m.),5 Bedrooms,6.0,3+,not available,4.0,,5 to 10 Year Old,"['Iffco chowk metro station', 'Mg road metro station', 'Arya Samaj Mandir', 'Jain Bhawan', 'Punjab national bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Standard chartered ATM', 'Privat Hospital', 'Umkal Hospital', 'Sidhesh Hospital Gurgaon', 'Thukral Hospital', 'Lord Krishna Hospital', 'Community Center Sukhrali', 'Religare Wellness', 'Neelkanth Medico', '98.4', 'DT Cinemas', 'DT Cinemas', 'PVR Metropolitan', 'PVR Cinames', 'PVR Cinames', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'Hdfc bank', 'Kotak mahindra bank', 'Hsbc bank', 'Axis bank', 'Barbecue Grill', 'Pan Bangkok', 'NutrioBox Gurugram', 'Pizza Hut', 'Roots', 'CCD', 'Belgian Waffle', 'Drunken Monkey', 'Park Baluchi', 'Gravity Space Bar', 'Bikanervala', 'Black Mambaa', 'MoB Ministory of Beer', 'Dighent cafe', 'KFC', 'distillery', 'Starbucks', 'Blue Tokai Coffee Roasters', 'American Montessori']",,,5000.0
house,international city by sobha phase 1,sector 109,12.0,20000.0,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5 Bedrooms,6.0,3,"study room,servant room",2.0,North-East,1 to 5 Year Old,"['Dwarka sector 21 metro station', 'Pacific D21 Mall', 'Dharampeth Main Road', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', ""Rion's Hospital"", 'Indira Gandhi International Airport', 'Gurgaon railway station', 'The Executive Centre', 'Luxus Haritma Resort', ""Oyster's Water Park"", 'BSF Golf Course']","['5 Wardrobe', '10 Fan', '1 Exhaust Fan', '2 Geyser', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",6000.0
